|subject_category|subject_prefix|edge_type|object_category|object_prefix|provided_by|frequency
540|gene|MGI|interacts_with|variant locus|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|7
541|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|880
542|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|139
543|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|27
544|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|7
545|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|3
546|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|3
547|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
548|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
549|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
550|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
551|disease|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
552|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|9494
553|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4229
554|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2448
555|disease|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|1609
556|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1241
557|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1211
558|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|957
559|disease|OMIA|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omia.ttl']|726
560|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|540
561|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
562|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|110
563|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|107
564|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|85
565|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
566|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
567|disease|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
568|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
569|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
570|disease|MONDO|contributes_to|gene|Orphanet|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
571|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
572|disease|OMIA|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omia.ttl']|2
573|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|2
574|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
575|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|2
576|disease|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
577|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
578|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
579|disease|OMIA|contributes_to|gene|RGD|['https://data.monarchinitiative.org/ttl/omia.ttl']|1
580|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
581|disease|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
582|disease|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl']|1
583|disease|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
584|disease|MONDO|subclass_of|disease|MONDO||72850
585|disease|OMIA|subclass_of|disease|OMIA||6464
586|disease|MONDO|subclass_of|disease|OMIA||1766
587|disease|OMIA|subclass_of|disease|MONDO||1766
588|disease|MONDO|subclass_of|disease|SNOMED||235
589|disease|SNOMED|subclass_of|disease|MONDO||235
590|disease|MONDO|subclass_of|disease|NCIT||151
591|disease|NCIT|subclass_of|disease|MONDO||151
592|disease|NCIT|subclass_of|disease|NCIT||98
593|disease|MPATH|subclass_of|disease|MONDO||65
594|disease|MONDO|subclass_of|disease|MPATH||65
595|disease|MPATH|subclass_of|disease|MPATH||36
596|disease|NCIT|subclass_of|disease|MPATH||9
597|disease|MPATH|subclass_of|disease|NCIT||9
598|disease|MONDO|subclass_of|disease|HGNC||1
599|disease|HGNC|subclass_of|disease|MONDO||1
600|disease|MONDO|subclass_of|quality|MONDO||61543
601|disease|OMIA|subclass_of|quality|OMIA||264
602|disease|MONDO|subclass_of|quality|PATO||85
603|disease|NCIT|subclass_of|quality|MONDO||80
604|disease|MONDO|subclass_of|quality|NCIT||53
605|disease|MONDO|subclass_of|quality|OMIA||50
606|disease|OMIA|subclass_of|quality|MONDO||50
607|disease|MPATH|subclass_of|quality|MONDO||42
608|disease|NCIT|subclass_of|quality|NCIT||25
609|disease|MONDO|subclass_of|quality|MPATH||17
610|disease|NCIT|subclass_of|quality|MPATH||6
611|disease|MPATH|subclass_of|quality|MPATH||6
612|disease|MPATH|subclass_of|quality|NCIT||5
613|disease|HGNC|subclass_of|quality|MONDO||1
614|disease|MONDO|subclass_of|quality|HGNC||1
615|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|9494
616|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4229
617|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2448
618|disease|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|1609
619|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1241
620|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1211
621|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|957
622|disease|OMIA|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/omia.ttl']|726
623|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|540
624|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
625|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|110
626|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|107
627|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|85
628|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
629|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
630|disease|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
631|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
632|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
633|disease|MONDO|contributes_to|sequence feature|Orphanet|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
634|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
635|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|2
636|disease|OMIA|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omia.ttl']|2
637|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|2
638|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
639|disease|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
640|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
641|disease|MONDO|subclass_of|sequence feature|HGNC||1
642|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
643|disease|OMIA|contributes_to|sequence feature|RGD|['https://data.monarchinitiative.org/ttl/omia.ttl']|1
644|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
645|disease|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
646|disease|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl']|1
647|disease|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
648|disease|MONDO|has_quality|phenotype|MPATH|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|25
649|quality|MP|has_entity|cell|CL|[]|1
650|quality|PATO|has_quality|clinical_course|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|5
651|quality|PATO|has_quality|clinical_course|ZP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
652|quality|PATO|has_quality|clinical_course|WBPhenotype|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|1
653|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|319
654|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|134
655|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|27
656|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|7
657|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|3
658|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
659|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|2
660|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
661|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
662|quality|MONDO|contributes_to|molecular entity|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
663|quality|MP|has_entity|anatomical entity|CL|[]|1
664|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4199
665|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|3356
666|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2395
667|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1210
668|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1199
669|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|956
670|quality|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|560
671|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|461
672|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
673|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|98
674|quality|ZP|has_phenotype|gene|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|84
675|quality|MP|has_phenotype|gene|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|83
676|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
677|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
678|quality|OMIA|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omia.ttl']|57
679|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|47
680|quality|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
681|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|18
682|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
683|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
684|quality|MONDO|contributes_to|gene|Orphanet|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
685|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
686|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|2
687|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|2
688|quality|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl']|1
689|quality|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
690|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
691|quality|MP|has_phenotype|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
692|quality|MONDO|contributes_to|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
693|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
694|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
695|quality|MONDO|contributes_to|gene|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
696|quality|MONDO|subclass_of|disease|MONDO||61543
697|quality|OMIA|subclass_of|disease|OMIA||264
698|quality|PATO|subclass_of|disease|MONDO||85
699|quality|MONDO|subclass_of|disease|NCIT||80
700|quality|NCIT|subclass_of|disease|MONDO||53
701|quality|MONDO|subclass_of|disease|OMIA||50
702|quality|OMIA|subclass_of|disease|MONDO||50
703|quality|MONDO|subclass_of|disease|MPATH||42
704|quality|NCIT|subclass_of|disease|NCIT||25
705|quality|MPATH|subclass_of|disease|MONDO||17
706|quality|MPATH|subclass_of|disease|MPATH||6
707|quality|MPATH|subclass_of|disease|NCIT||6
708|quality|NCIT|subclass_of|disease|MPATH||5
709|quality|MONDO|subclass_of|disease|HGNC||1
710|quality|HGNC|subclass_of|disease|MONDO||1
711|quality|MONDO|subclass_of|quality|MONDO||58840
712|quality|PATO|subclass_of|quality|PATO||4126
713|quality|FBcv|subclass_of|quality|FBcv||466
714|quality|OBA|subclass_of|quality|OBA||278
715|quality|OMIA|subclass_of|quality|OMIA||264
716|quality|MONDO|subclass_of|quality|PATO||87
717|quality|PATO|subclass_of|quality|MONDO||87
718|quality|MP|subclass_of|quality|MP||56
719|quality|ZP|subclass_of|quality|ZP||54
720|quality|MONDO|subclass_of|quality|OMIA||50
721|quality|OMIA|subclass_of|quality|MONDO||50
722|quality|FBcv|subclass_of|quality|PATO||49
723|quality|PATO|subclass_of|quality|FBcv||49
724|quality|MONDO|subclass_of|quality|NCIT||45
725|quality|NCIT|subclass_of|quality|MONDO||45
726|quality|ZP|has_quality|quality|PATO|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|23
727|quality|PATO|has_quality|quality|ZP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|23
728|quality|PATO|has_quality|quality|MP|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|19
729|quality|MP|has_quality|quality|PATO|['http://purl.obolibrary.org/obo/upheno/monarch.owl']|19
730|quality|MONDO|subclass_of|quality|MPATH||16
731|quality|MPATH|subclass_of|quality|MONDO||16
732|quality|NCIT|subclass_of|quality|NCIT||16
733|quality|PCO|subclass_of|quality|PCO||12
734|quality|MP|subclass_of|quality|PATO||5
735|quality|NCIT|subclass_of|quality|MPATH||5
736|quality|PATO|subclass_of|quality|MP||5
737|quality|MPATH|subclass_of|quality|NCIT||5
738|quality|PCO|subclass_of|quality|PATO||2
739|quality|PATO|subclass_of|quality|PCO||2
740|quality|MPATH|subclass_of|quality|MPATH||2
741|quality|PATO|subclass_of|quality|ENVO||1
742|quality|ERO|subclass_of|quality|PATO||1
743|quality|MP|subclass_of|quality|ZP||1
744|quality|ZP|subclass_of|quality|MP||1
745|quality|OBA|subclass_of|quality|PATO||1
746|quality|MONDO|subclass_of|quality|HGNC||1
747|quality|ENVO|subclass_of|quality|PATO||1
748|quality|PATO|subclass_of|quality|ERO||1
749|quality|HGNC|subclass_of|quality|MONDO||1
750|quality|PATO|subclass_of|quality|OBA||1
751|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4199
752|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|3356
753|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2395
754|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1210
755|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1199
756|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|956
757|quality|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|560
758|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl']|461
759|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
760|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|98
761|quality|ZP|has_phenotype|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|84
762|quality|MP|has_phenotype|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|83
763|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
764|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
765|quality|OMIA|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/omia.ttl']|57
766|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|47
767|quality|MONDO|contributes_to|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
768|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|18
769|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
770|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
771|quality|MONDO|contributes_to|sequence feature|Orphanet|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
772|quality|MONDO|contributes_to|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
